asset_id,category,people,name,source_file,export_path,width,height,useful_bbox,pivot_x,pivot_y,slots,animations,frames,fps,palette,priority,phase,status,implemented,reviewed,notes
rot_slime_ram,criatura,rot,Slime_Ram,art/source/rot/rot_slime_ram.aseprite,art/export/rot/rot_slime_ram_<camada>.png,256,256,,128,248,body|face|overlay,spawn|idle|walk|attack|die,30,10,empire_working,P3,6,TODO,no,no,Design por fazer; o vocabulário visual existe (§22). A dissolução é shader.
rot_devourer,criatura,rot,Devourer,art/source/rot/rot_devourer.aseprite,art/export/rot/rot_devourer_<camada>.png,256,256,,128,248,body|face|overlay,spawn|idle|walk|attack|die,30,10,empire_working,P3,6,TODO,no,no,Design por fazer; o vocabulário visual existe (§22). A dissolução é shader.
mount_draft_horse,montaria,neutral,Draft_Horse,art/source/neutral/mount_draft_horse.aseprite,art/export/neutral/mount_draft_horse_<camada>.png,128,128,,64,120,body|overlay,idle|walk|run|hurt,22,10,empire_working,P3,6,TODO,no,no,Montado: combina com o body do cavaleiro por socket_carry.
mount_boar,montaria,neutral,Boar,art/source/neutral/mount_boar.aseprite,art/export/neutral/mount_boar_<camada>.png,128,128,,64,120,body|overlay,idle|walk|run|hurt,22,10,empire_working,P3,6,TODO,no,no,Montado: combina com o body do cavaleiro por socket_carry.
mount_lizard,montaria,neutral,Lizard,art/source/neutral/mount_lizard.aseprite,art/export/neutral/mount_lizard_<camada>.png,128,128,,64,120,body|overlay,idle|walk|run|hurt,22,10,empire_working,P3,6,TODO,no,no,Montado: combina com o body do cavaleiro por socket_carry.
mount_dragonfly_mount,montaria,neutral,Dragonfly,art/source/neutral/mount_dragonfly_mount.aseprite,art/export/neutral/mount_dragonfly_mount_<camada>.png,128,128,,64,120,body|overlay,idle|walk|run|hurt,22,10,empire_working,P3,6,TODO,no,no,Montado: combina com o body do cavaleiro por socket_carry.
mount_rot_elk,montaria,neutral,Rot_Elk,art/source/neutral/mount_rot_elk.aseprite,art/export/neutral/mount_rot_elk_<camada>.png,128,128,,64,120,body|overlay,idle|walk|run|hurt,22,10,empire_working,P3,6,TODO,no,no,Montado: combina com o body do cavaleiro por socket_carry.
wildlife_rabbit,fauna,neutral,Rabbit,art/source/neutral/wildlife_rabbit.aseprite,art/export/neutral/wildlife_rabbit.png,64,64,,32,56,body,idle|run|die,14,10,empire_working,P1,1,TODO,no,no,O javali-fauna e o javali-montaria podem partilhar o desenho.
wildlife_deer,fauna,neutral,Deer,art/source/neutral/wildlife_deer.aseprite,art/export/neutral/wildlife_deer.png,64,64,,32,56,body,idle|run|die,14,10,empire_working,P1,1,TODO,no,no,O javali-fauna e o javali-montaria podem partilhar o desenho.
wildlife_boar,fauna,neutral,Boar,art/source/neutral/wildlife_boar.aseprite,art/export/neutral/wildlife_boar.png,64,64,,32,56,body,idle|run|die,14,10,empire_working,P2,2,TODO,no,no,O javali-fauna e o javali-montaria podem partilhar o desenho.
companion_sniffer,companheiro,neutral,Sniffer,art/source/neutral/companion_sniffer.aseprite,art/export/neutral/companion_sniffer.png,64,64,,32,56,body|face|overlay,idle|walk|eat|grow,24,10,empire_working,P3,6,DRAWING,no,no,"Healing Frog (§01, §08) se for o farejador."
companion_herald,companheiro,neutral,Herald,art/source/neutral/companion_herald.aseprite,art/export/neutral/companion_herald.png,64,64,,32,56,body|face|overlay,idle|walk|eat|grow,24,10,empire_working,P3,6,TODO,no,no,
companion_magpie,companheiro,neutral,Magpie,art/source/neutral/companion_magpie.aseprite,art/export/neutral/companion_magpie.png,64,64,,32,56,body|face|overlay,idle|walk|eat|grow,24,10,empire_working,P3,6,TODO,no,no,
portuarios_barge,veículo,portuarios,Barge,art/source/portuarios/portuarios_barge.aseprite,art/export/portuarios/portuarios_barge.png,256,256,,128,248,body|overlay,idle|move|attack,18,10,empire_working,P3,7,TODO,no,no,
fenda_counterweight_ram,veículo,fenda,Counterweight_Ram,art/source/fenda/fenda_counterweight_ram.aseprite,art/export/fenda/fenda_counterweight_ram.png,256,256,,128,248,body|overlay,idle|move|attack,18,10,empire_working,P3,7,TODO,no,no,
enramados_core,edifício,enramados,Core,art/source/enramados/buildings/enramados_core.aseprite,art/export/enramados/buildings/enramados_core.png,496,320,480×≈280,248,320,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22).
enramados_training_house,edifício,enramados,Training House,art/source/enramados/buildings/enramados_training_house.aseprite,art/export/enramados/buildings/enramados_training_house.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22).
enramados_forge,edifício,enramados,Forge,art/source/enramados/buildings/enramados_forge.aseprite,art/export/enramados/buildings/enramados_forge.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22). Luz quente pontual.
enramados_kitchen,edifício,enramados,Kitchen,art/source/enramados/buildings/enramados_kitchen.aseprite,art/export/enramados/buildings/enramados_kitchen.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22). Luz quente pontual.
enramados_embassy,edifício,enramados,Embassy,art/source/enramados/buildings/enramados_embassy.aseprite,art/export/enramados/buildings/enramados_embassy.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_heir_house,edifício,enramados,Heir House,art/source/enramados/buildings/enramados_heir_house.aseprite,art/export/enramados/buildings/enramados_heir_house.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_root_sanctuary,edifício,enramados,Root Sanctuary,art/source/enramados/buildings/enramados_root_sanctuary.aseprite,art/export/enramados/buildings/enramados_root_sanctuary.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_mount_stable,edifício,enramados,Mount Stable,art/source/enramados/buildings/enramados_mount_stable.aseprite,art/export/enramados/buildings/enramados_mount_stable.png,176,160,160×≈130,88,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_farm,edifício,enramados,Farm,art/source/enramados/buildings/enramados_farm.aseprite,art/export/enramados/buildings/enramados_farm.png,112,160,96×≈130,56,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22).
enramados_fishery,edifício,enramados,Fishery,art/source/enramados/buildings/enramados_fishery.aseprite,art/export/enramados/buildings/enramados_fishery.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_henhouse,edifício,enramados,Henhouse,art/source/enramados/buildings/enramados_henhouse.aseprite,art/export/enramados/buildings/enramados_henhouse.png,112,160,96×≈130,56,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22).
enramados_cow_stable,edifício,enramados,Cow Stable,art/source/enramados/buildings/enramados_cow_stable.aseprite,art/export/enramados/buildings/enramados_cow_stable.png,176,160,160×≈130,88,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_lumber_camp,edifício,enramados,Lumber Camp,art/source/enramados/buildings/enramados_lumber_camp.aseprite,art/export/enramados/buildings/enramados_lumber_camp.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_ore_pit,edifício,enramados,Ore Pit,art/source/enramados/buildings/enramados_ore_pit.aseprite,art/export/enramados/buildings/enramados_ore_pit.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_granary,edifício,enramados,Granary,art/source/enramados/buildings/enramados_granary.aseprite,art/export/enramados/buildings/enramados_granary.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P1,2,TODO,no,no,Um dos 7 do ciclo de 10 dias (§22).
enramados_saltery,edifício,enramados,Saltery,art/source/enramados/buildings/enramados_saltery.aseprite,art/export/enramados/buildings/enramados_saltery.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_pen,edifício,enramados,Pen,art/source/enramados/buildings/enramados_pen.aseprite,art/export/enramados/buildings/enramados_pen.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_sawmill,edifício,enramados,Sawmill,art/source/enramados/buildings/enramados_sawmill.aseprite,art/export/enramados/buildings/enramados_sawmill.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_smelter,edifício,enramados,Smelter,art/source/enramados/buildings/enramados_smelter.aseprite,art/export/enramados/buildings/enramados_smelter.png,136,160,120×≈130,68,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_archer_tower,edifício,enramados,Archer Tower,art/source/enramados/buildings/enramados_archer_tower.aseprite,art/export/enramados/buildings/enramados_archer_tower.png,80,160,64×≈130,40,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P2,2,TODO,no,no,
enramados_high_tower,edifício,enramados,High Tower,art/source/enramados/buildings/enramados_high_tower.aseprite,art/export/enramados/buildings/enramados_high_tower.png,80,160,64×≈130,40,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P2,2,TODO,no,no,
enramados_fire_barrel,edifício,enramados,Fire Barrel,art/source/enramados/buildings/enramados_fire_barrel.aseprite,art/export/enramados/buildings/enramados_fire_barrel.png,48,160,32×≈130,24,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P2,2,TODO,no,no,
enramados_root_moat,edifício,enramados,Root Moat,art/source/enramados/buildings/enramados_root_moat.aseprite,art/export/enramados/buildings/enramados_root_moat.png,112,160,96×≈130,56,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
enramados_lighthouse,edifício,enramados,Lighthouse,art/source/enramados/buildings/enramados_lighthouse.aseprite,art/export/enramados/buildings/enramados_lighthouse.png,80,160,64×≈130,40,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no, Luz quente pontual.
enramados_consecrated_altar,edifício,enramados,Consecrated Altar,art/source/enramados/buildings/enramados_consecrated_altar.aseprite,art/export/enramados/buildings/enramados_consecrated_altar.png,112,160,96×≈130,56,160,—,empty|scaffold|building|done|damaged|ruin,9,,empire_working,P3,6,TODO,no,no,
portuarios_buildings_kit,edifício,portuarios,Kit de edifícios (25 peças),art/source/portuarios/buildings/,art/export/portuarios/buildings/,,,,,,—,empty|scaffold|building|done|damaged|ruin,,,empire_working,P3,7,TODO,no,no,"Mesma mecânica, fonte arquitectónica do povo (§22). Expandir por edifício na fase do povo."
fenda_buildings_kit,edifício,fenda,Kit de edifícios (25 peças),art/source/fenda/buildings/,art/export/fenda/buildings/,,,,,,—,empty|scaffold|building|done|damaged|ruin,,,empire_working,P3,7,TODO,no,no,"Mesma mecânica, fonte arquitectónica do povo (§22). Expandir por edifício na fase do povo."
horta_buildings_kit,edifício,horta,Kit de edifícios (25 peças),art/source/horta/buildings/,art/export/horta/buildings/,,,,,,—,empty|scaffold|building|done|damaged|ruin,,,empire_working,P3,7,TODO,no,no,"Mesma mecânica, fonte arquitectónica do povo (§22). Expandir por edifício na fase do povo."
fornalha_buildings_kit,edifício,fornalha,Kit de edifícios (25 peças),art/source/fornalha/buildings/,art/export/fornalha/buildings/,,,,,,—,empty|scaffold|building|done|damaged|ruin,,,empire_working,P3,7,TODO,no,no,"Mesma mecânica, fonte arquitectónica do povo (§22). Expandir por edifício na fase do povo."
sobraiz_buildings_kit,edifício,sobraiz,Kit de edifícios (25 peças),art/source/sobraiz/buildings/,art/export/sobraiz/buildings/,,,,,,—,empty|scaffold|building|done|damaged|ruin,,,empire_working,P3,7,TODO,no,no,"Mesma mecânica, fonte arquitectónica do povo (§22). Expandir por edifício na fase do povo."
enramados_wall_l1_segment,muralha,enramados,Stakes — segment,art/source/enramados/walls/enramados_wall_l1_segment.aseprite,art/export/enramados/walls/enramados_wall_l1_segment.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: logs.
enramados_wall_l1_cap,muralha,enramados,Stakes — cap,art/source/enramados/walls/enramados_wall_l1_cap.aseprite,art/export/enramados/walls/enramados_wall_l1_cap.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: logs.
enramados_wall_l1_gate,muralha,enramados,Stakes — gate,art/source/enramados/walls/enramados_wall_l1_gate.aseprite,art/export/enramados/walls/enramados_wall_l1_gate.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: logs.
enramados_wall_l2_segment,muralha,enramados,Palisade — segment,art/source/enramados/walls/enramados_wall_l2_segment.aseprite,art/export/enramados/walls/enramados_wall_l2_segment.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: reinforced_wood.
enramados_wall_l2_cap,muralha,enramados,Palisade — cap,art/source/enramados/walls/enramados_wall_l2_cap.aseprite,art/export/enramados/walls/enramados_wall_l2_cap.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: reinforced_wood.
enramados_wall_l2_gate,muralha,enramados,Palisade — gate,art/source/enramados/walls/enramados_wall_l2_gate.aseprite,art/export/enramados/walls/enramados_wall_l2_gate.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: reinforced_wood.
enramados_wall_l3_segment,muralha,enramados,Stone — segment,art/source/enramados/walls/enramados_wall_l3_segment.aseprite,art/export/enramados/walls/enramados_wall_l3_segment.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: stone.
enramados_wall_l3_cap,muralha,enramados,Stone — cap,art/source/enramados/walls/enramados_wall_l3_cap.aseprite,art/export/enramados/walls/enramados_wall_l3_cap.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: stone.
enramados_wall_l3_gate,muralha,enramados,Stone — gate,art/source/enramados/walls/enramados_wall_l3_gate.aseprite,art/export/enramados/walls/enramados_wall_l3_gate.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P1,2,TODO,no,no,Material: stone.
enramados_wall_l4_segment,muralha,enramados,Iron — segment,art/source/enramados/walls/enramados_wall_l4_segment.aseprite,art/export/enramados/walls/enramados_wall_l4_segment.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P2,2,TODO,no,no,Material: iron.
enramados_wall_l4_cap,muralha,enramados,Iron — cap,art/source/enramados/walls/enramados_wall_l4_cap.aseprite,art/export/enramados/walls/enramados_wall_l4_cap.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P2,2,TODO,no,no,Material: iron.
enramados_wall_l4_gate,muralha,enramados,Iron — gate,art/source/enramados/walls/enramados_wall_l4_gate.aseprite,art/export/enramados/walls/enramados_wall_l4_gate.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P2,2,TODO,no,no,Material: iron.
enramados_wall_l5_segment,muralha,enramados,Bastion — segment,art/source/enramados/walls/enramados_wall_l5_segment.aseprite,art/export/enramados/walls/enramados_wall_l5_segment.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P2,2,TODO,no,no,Material: bastion.
enramados_wall_l5_cap,muralha,enramados,Bastion — cap,art/source/enramados/walls/enramados_wall_l5_cap.aseprite,art/export/enramados/walls/enramados_wall_l5_cap.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P2,2,TODO,no,no,Material: bastion.
enramados_wall_l5_gate,muralha,enramados,Bastion — gate,art/source/enramados/walls/enramados_wall_l5_gate.aseprite,art/export/enramados/walls/enramados_wall_l5_gate.png,64,192,,32,192,—,done|damaged|breached,3,,empire_working,P2,2,TODO,no,no,Material: bastion.
portuarios_walls_kit,muralha,portuarios,Muralhas 5 níveis × 3 peças,art/source/portuarios/walls/,art/export/portuarios/walls/,64,192,,32,192,—,done|damaged|breached,45,,empire_working,P3,7,TODO,no,no,Swap de tileset e paleta por PeopleData (§10).
fenda_walls_kit,muralha,fenda,Muralhas 5 níveis × 3 peças,art/source/fenda/walls/,art/export/fenda/walls/,64,192,,32,192,—,done|damaged|breached,45,,empire_working,P3,7,TODO,no,no,Swap de tileset e paleta por PeopleData (§10).
horta_walls_kit,muralha,horta,Muralhas 5 níveis × 3 peças,art/source/horta/walls/,art/export/horta/walls/,64,192,,32,192,—,done|damaged|breached,45,,empire_working,P3,7,TODO,no,no,Swap de tileset e paleta por PeopleData (§10).
fornalha_walls_kit,muralha,fornalha,Muralhas 5 níveis × 3 peças,art/source/fornalha/walls/,art/export/fornalha/walls/,64,192,,32,192,—,done|damaged|breached,45,,empire_working,P3,7,TODO,no,no,Swap de tileset e paleta por PeopleData (§10).
sobraiz_labyrinth_kit,muralha,sobraiz,Labirinto (em vez de muralhas),art/source/sobraiz/walls/,art/export/sobraiz/walls/,,,,,,—,done|damaged,,,empire_working,P3,7,TODO,no,no,"Os Sob-Raiz não têm muralhas — têm labirinto (§04, §10)."
ancient_forest_tiles_surface,terreno,enramados,Tileset surface,art/source/ancient_forest/tiles/ancient_forest_tiles_surface.aseprite,art/export/ancient_forest/tiles/ancient_forest_tiles_surface.png,512,256,tiles de 32,,,—,—,1,,empire_working,P1,2,DRAWING,no,no,4 tilesets em curso (§22). Cluster 2×2.
ancient_forest_tiles_soil,terreno,enramados,Tileset soil,art/source/ancient_forest/tiles/ancient_forest_tiles_soil.aseprite,art/export/ancient_forest/tiles/ancient_forest_tiles_soil.png,512,256,tiles de 32,,,—,—,1,,empire_working,P1,2,DRAWING,no,no,4 tilesets em curso (§22). Cluster 2×2.
ancient_forest_tiles_cavity,terreno,enramados,Tileset cavity,art/source/ancient_forest/tiles/ancient_forest_tiles_cavity.aseprite,art/export/ancient_forest/tiles/ancient_forest_tiles_cavity.png,512,256,tiles de 32,,,—,—,1,,empire_working,P1,2,DRAWING,no,no,4 tilesets em curso (§22). Cluster 2×2.
ancient_forest_tiles_transition,terreno,enramados,Tileset transition,art/source/ancient_forest/tiles/ancient_forest_tiles_transition.aseprite,art/export/ancient_forest/tiles/ancient_forest_tiles_transition.png,512,256,tiles de 32,,,—,—,1,,empire_working,P1,2,DRAWING,no,no,4 tilesets em curso (§22). Cluster 2×2.
ancient_forest_veg_grass,vegetação,enramados,grass × 4 variantes,art/source/ancient_forest/props/ancient_forest_veg_grass.aseprite,art/export/ancient_forest/props/ancient_forest_veg_grass_<vv>.png,32,32,,16,32,—,sway,4,6,empire_working,P2,2,TODO,no,no,"MultiMeshInstance2D, nunca Sprite2D por tufo (§59)."
ancient_forest_veg_flowers,vegetação,enramados,flowers × 4 variantes,art/source/ancient_forest/props/ancient_forest_veg_flowers.aseprite,art/export/ancient_forest/props/ancient_forest_veg_flowers_<vv>.png,32,32,,16,32,—,sway,4,6,empire_working,P2,2,TODO,no,no,"MultiMeshInstance2D, nunca Sprite2D por tufo (§59)."
ancient_forest_veg_stones,vegetação,enramados,stones × 4 variantes,art/source/ancient_forest/props/ancient_forest_veg_stones.aseprite,art/export/ancient_forest/props/ancient_forest_veg_stones_<vv>.png,32,32,,16,32,—,sway,4,6,empire_working,P2,2,TODO,no,no,"MultiMeshInstance2D, nunca Sprite2D por tufo (§59)."
ancient_forest_veg_bushes,vegetação,enramados,bushes × 4 variantes,art/source/ancient_forest/props/ancient_forest_veg_bushes.aseprite,art/export/ancient_forest/props/ancient_forest_veg_bushes_<vv>.png,32,32,,16,32,—,sway,4,6,empire_working,P2,2,TODO,no,no,"MultiMeshInstance2D, nunca Sprite2D por tufo (§59)."
ancient_forest_veg_roots,vegetação,enramados,roots × 4 variantes,art/source/ancient_forest/props/ancient_forest_veg_roots.aseprite,art/export/ancient_forest/props/ancient_forest_veg_roots_<vv>.png,32,32,,16,32,—,sway,4,6,empire_working,P2,2,TODO,no,no,"MultiMeshInstance2D, nunca Sprite2D por tufo (§59)."
enramados_prop_castle_tree_ruin,prop,enramados,Assunto: castle_tree_ruin,art/source/enramados/props/enramados_prop_castle_tree_ruin.aseprite,art/export/enramados/props/enramados_prop_castle_tree_ruin.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento abertura (§25) (§21 regra 2).
enramados_prop_well,prop,enramados,Assunto: well,art/source/enramados/props/enramados_prop_well.aseprite,art/export/enramados/props/enramados_prop_well.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento empty_01 (§21 regra 2).
enramados_prop_broken_cart,prop,enramados,Assunto: broken_cart,art/source/enramados/props/enramados_prop_broken_cart.aseprite,art/export/enramados/props/enramados_prop_broken_cart.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento empty_02 (§21 regra 2).
enramados_prop_standing_stone,prop,enramados,Assunto: standing_stone,art/source/enramados/props/enramados_prop_standing_stone.aseprite,art/export/enramados/props/enramados_prop_standing_stone.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento empty_03 (§21 regra 2).
enramados_prop_fallen_giant,prop,enramados,Assunto: fallen_giant,art/source/enramados/props/enramados_prop_fallen_giant.aseprite,art/export/enramados/props/enramados_prop_fallen_giant.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento forest_01 (§21 regra 2).
enramados_prop_collapsed_arch,prop,enramados,Assunto: collapsed_arch,art/source/enramados/props/enramados_prop_collapsed_arch.aseprite,art/export/enramados/props/enramados_prop_collapsed_arch.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento ruin_01 (§21 regra 2).
enramados_prop_enemy_keep,prop,enramados,Assunto: enemy_keep,art/source/enramados/props/enramados_prop_enemy_keep.aseprite,art/export/enramados/props/enramados_prop_enemy_keep.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento fortress_01 (§21 regra 2).
enramados_prop_cliff,prop,enramados,Assunto: cliff,art/source/enramados/props/enramados_prop_cliff.aseprite,art/export/enramados/props/enramados_prop_cliff.png,,,,,,—,—,1,,empire_working,P2,2,TODO,no,no,O assunto do segmento edge_01 (§21 regra 2).
enramados_prop_lantern,prop,enramados,lantern × 4 variantes,art/source/enramados/props/enramados_prop_lantern.aseprite,art/export/enramados/props/enramados_prop_lantern_<vv>.png,32,48,,16,48,—,—,4,,empire_working,P2,2,TODO,no,no,Soleira dos edifícios (§21). Nunca espelhar com lado iluminado.
enramados_prop_crate,prop,enramados,crate × 4 variantes,art/source/enramados/props/enramados_prop_crate.aseprite,art/export/enramados/props/enramados_prop_crate_<vv>.png,32,48,,16,48,—,—,4,,empire_working,P2,2,TODO,no,no,Soleira dos edifícios (§21). Nunca espelhar com lado iluminado.
enramados_prop_tools,prop,enramados,tools × 4 variantes,art/source/enramados/props/enramados_prop_tools.aseprite,art/export/enramados/props/enramados_prop_tools_<vv>.png,32,48,,16,48,—,—,4,,empire_working,P2,2,TODO,no,no,Soleira dos edifícios (§21). Nunca espelhar com lado iluminado.
enramados_prop_barrel,prop,enramados,barrel × 4 variantes,art/source/enramados/props/enramados_prop_barrel.aseprite,art/export/enramados/props/enramados_prop_barrel_<vv>.png,32,48,,16,48,—,—,4,,empire_working,P2,2,TODO,no,no,Soleira dos edifícios (§21). Nunca espelhar com lado iluminado.
enramados_prop_fence,prop,enramados,fence × 4 variantes,art/source/enramados/props/enramados_prop_fence.aseprite,art/export/enramados/props/enramados_prop_fence_<vv>.png,32,48,,16,48,—,—,4,,empire_working,P2,2,TODO,no,no,Soleira dos edifícios (§21). Nunca espelhar com lado iluminado.
enramados_prop_sign_post,prop,enramados,sign_post × 4 variantes,art/source/enramados/props/enramados_prop_sign_post.aseprite,art/export/enramados/props/enramados_prop_sign_post_<vv>.png,32,48,,16,48,—,—,4,,empire_working,P2,2,TODO,no,no,Soleira dos edifícios (§21). Nunca espelhar com lado iluminado.
ancient_forest_sky_bands,céu,enramados,Céu: bands,art/source/ancient_forest/sky/ancient_forest_sky_bands.aseprite,art/export/ancient_forest/sky/ancient_forest_sky_bands.png,1280,300,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Hora do dia = LUT (§22 degrau 3). Sem contorno.
ancient_forest_sky_sun,céu,enramados,Céu: sun,art/source/ancient_forest/sky/ancient_forest_sky_sun.aseprite,art/export/ancient_forest/sky/ancient_forest_sky_sun.png,64,64,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Hora do dia = LUT (§22 degrau 3). Sem contorno.
ancient_forest_sky_moon,céu,enramados,Céu: moon,art/source/ancient_forest/sky/ancient_forest_sky_moon.aseprite,art/export/ancient_forest/sky/ancient_forest_sky_moon.png,64,64,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Hora do dia = LUT (§22 degrau 3). Sem contorno.
ancient_forest_sky_cloud,céu,enramados,Céu: cloud,art/source/ancient_forest/sky/ancient_forest_sky_cloud.aseprite,art/export/ancient_forest/sky/ancient_forest_sky_cloud.png,64,64,,,,—,—,4,,empire_working,P1,2,TODO,no,no,Hora do dia = LUT (§22 degrau 3). Sem contorno.
ancient_forest_parallax_mountain,parallax,enramados,Peças de parallax: mountain,art/source/ancient_forest/parallax/ancient_forest_parallax_mountain_<peça>.aseprite,art/export/ancient_forest/parallax/,,,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Preset fechado (§11). Detalhe mínimo 8 px. Gerado por região (§54).
ancient_forest_parallax_hill,parallax,enramados,Peças de parallax: hill,art/source/ancient_forest/parallax/ancient_forest_parallax_hill_<peça>.aseprite,art/export/ancient_forest/parallax/,,,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Preset fechado (§11). Detalhe mínimo 4 px. Gerado por região (§54).
ancient_forest_parallax_mid,parallax,enramados,Peças de parallax: mid,art/source/ancient_forest/parallax/ancient_forest_parallax_mid_<peça>.aseprite,art/export/ancient_forest/parallax/,,,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Preset fechado (§11). Detalhe mínimo 4 px. Gerado por região (§54).
ancient_forest_parallax_fore,parallax,enramados,Peças de parallax: fore,art/source/ancient_forest/parallax/ancient_forest_parallax_fore_<peça>.aseprite,art/export/ancient_forest/parallax/,,,,,,—,—,1,,empire_working,P1,2,TODO,no,no,Preset fechado (§11). Detalhe mínimo 2 px. Gerado por região (§54).
ancient_forest_cavity_small,caverna,enramados,cavity small,art/source/ancient_forest/tiles/ancient_forest_cavity_small.aseprite,art/export/ancient_forest/tiles/ancient_forest_cavity_small.png,256,200,,,,—,—,1,,empire_working,P2,3,TODO,no,no,Cavidade cabe um monarca de pé (§11).
ancient_forest_cavity_large,caverna,enramados,cavity large,art/source/ancient_forest/tiles/ancient_forest_cavity_large.aseprite,art/export/ancient_forest/tiles/ancient_forest_cavity_large.png,256,200,,,,—,—,1,,empire_working,P2,3,TODO,no,no,Cavidade cabe um monarca de pé (§11).
ancient_forest_passage_ladder,caverna,enramados,passage ladder,art/source/ancient_forest/tiles/ancient_forest_passage_ladder.aseprite,art/export/ancient_forest/tiles/ancient_forest_passage_ladder.png,64,203,,,,—,—,1,,empire_working,P2,3,TODO,no,no,Cavidade cabe um monarca de pé (§11).
